,0,1,2,3,4,5,6,7
0,14,3,1,5,34.18169188499451,50,50,34.18169188499451
1,14,3,2,5,42.847485065460205,72,72,42.847485065460205
2,14,3,3,5,17.345921993255615,112,112,17.345921993255615
3,14,3,4,5,13.504063844680786,18,18,13.504063844680786
4,14,3,5,5,47.085505962371826,22,22,47.085505962371826
5,14,4,1,5,9.37389087677002,98,98,9.37389087677002
6,14,4,2,5,8.32219910621643,3,3,8.32219910621643
7,14,4,3,5,41.53415584564209,58,58,41.53415584564209
8,14,4,4,5,15.331732988357544,96,96,15.331732988357544
9,14,4,5,5,330.30803394317627,18,18,330.30803394317627
10,14,5,1,5,14.648510932922363,24,24,14.648510932922363
11,14,5,2,5,883.3547670841217,9,9,883.3547670841217
12,14,5,3,5,38.875560998916626,756,756,38.875560998916626
13,14,5,4,5,4443.577870845795,1028736,1028736,4443.577870845795
14,14,5,5,5,16.6195547580719,18,18,16.6195547580719
15,14,6,1,5,2800.7382259368896,478380,478380,2800.7382259368896
16,14,6,2,5,1606.7095999717712,6821280,6821280,1606.7095999717712
17,14,6,3,5,10.163179159164429,14,14,10.163179159164429
18,14,6,4,5,110.76852893829346,435,435,110.76852893829346
19,14,6,5,5,5.5554797649383545,12,12,5.5554797649383545
20,14,7,1,5,43.426450967788696,12,12,43.426450967788696
21,14,7,2,5,29.568346977233887,9,9,29.568346977233887
22,14,7,3,5,49.71347403526306,278,278,49.71347403526306
23,14,7,4,5,6.887336015701294,3,3,6.887336015701294
24,14,7,5,5,163.35064816474915,50,50,163.35064816474915
25,14,8,1,5,34.75365662574768,6,6,34.75365662574768
26,14,8,2,5,51.90310883522034,32,32,51.90310883522034
27,14,8,3,5,564.5850598812103,559104,559104,564.5850598812103
28,14,8,4,5,458.80577206611633,100,100,458.80577206611633
29,14,8,5,5,744.2431740760803,64,64,744.2431740760803
30,14,9,1,5,1351.1732769012451,12,12,1351.1732769012451
31,14,9,2,5,4325.939647912979,2344,2344,4325.939647912979
32,14,9,3,5,455.91566586494446,1,1,455.91566586494446
33,14,9,4,5,1649.2648968696594,12,12,1649.2648968696594
34,14,9,5,5,1141.2127339839935,8,8,1141.2127339839935
35,14,10,1,5,5719.57177901268,552,552,5719.57177901268
36,14,10,2,5,130.81171989440918,1,1,130.81171989440918
37,14,10,3,5,5141.806463003159,16,16,5141.806463003159
38,14,10,4,5,1911.4677248001099,18,18,1911.4677248001099
39,14,10,5,5,1186.7512519359589,70,70,1186.7512519359589
40,14,11,1,5,6727.09132027626,4,4,6727.09132027626
41,14,11,2,5,5616.080805778503,6532680,6532680,5616.080805778503
42,14,11,3,5,1046.988252878189,296,296,1046.988252878189
43,14,11,4,5,588.7585649490356,24,24,588.7585649490356
44,14,11,5,5,19.56043815612793,3,3,19.56043815612793
